card_id,playerClass,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
OG_138,NEUTRAL,MINION,Nerubian Prophet,OG,"At the start of your turn, reduce this card's
Cost by (1).",6,4,4,COMMON,true,It’s a self-reducing prophecy.,UNDEAD,,,,,
OG_141,NEUTRAL,MINION,Faceless Behemoth,OG,,10,10,10,COMMON,true,"Rejected names: Forty-Foot Faceless, Big ol' No-face, Huge Creature Sans Face, Teddy.",,,,,,
OG_142,NEUTRAL,MINION,Eldritch Horror,OG,,8,6,10,COMMON,true,"Often wonders what path his life might have taken if he wasn't named, you know, ""Eldritch Horror"".",,,,,,
OG_145,NEUTRAL,MINION,Psych-o-Tron,OG,"<b>Taunt</b>
<b>Divine Shield</b>",5,3,4,COMMON,true,"""Annoyinger-o-Tron"" was just too unwieldy. And accurate.",MECHANICAL,,,,,
OG_147,NEUTRAL,MINION,Corrupted Healbot,OG,<b>Deathrattle:</b> Restore #8 Health to the enemy hero.,5,6,6,RARE,true,"Not so much ""corrupted"" as ""has terrible aim"".",MECHANICAL,,,,,
OG_149,WARRIOR,MINION,Ravaging Ghoul,OG,<b>Battlecry:</b> Deal 1 damage to all other minions.,3,3,3,COMMON,true,"But goes by ""Ravishing Ghoul"" when he hits the club.",UNDEAD,,,,,
OG_150,NEUTRAL,MINION,Aberrant Berserker,OG,Has +2 Attack while damaged.,4,3,5,COMMON,true,"I berserk, therefore I am.",,,,,,
OG_151,NEUTRAL,MINION,Tentacle of N'Zoth,OG,<b>Deathrattle:</b> Deal 1 damage to all minions.,1,1,1,COMMON,true,Because EVERYDAY is the Day of the Tentacle of N'zoth.,,,,,,
OG_152,NEUTRAL,MINION,Grotesque Dragonhawk,OG,<b>Windfury</b>,7,5,5,COMMON,true,"They say that ""grotesque is in the eye of the beholder,"" but that's just because they've never seen a Grotesque Dragonhawk. Yikes!",BEAST,,,,,
OG_153,NEUTRAL,MINION,Bog Creeper,OG,<b>Taunt</b>,7,6,8,COMMON,true,"He's tried other things, but bog sidling, bog ambling, and bog trundling just aren't as effective as bog creeping.",,,,,,
OG_156,NEUTRAL,MINION,Bilefin Tidehunter,OG,<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.,2,2,1,COMMON,true,Bile actually makes for surprisingly sturdy fins.,MURLOC,,,,,
OG_158,NEUTRAL,MINION,Zealous Initiate,OG,<b>Deathrattle:</b> Give a random friendly minion +1/+1.,1,1,1,COMMON,true,"Ok, Initiate. You need to settle down and do your job. In this case, that means die so someone else can get a minor buff.",,,,,,
OG_161,NEUTRAL,MINION,Corrupted Seer,OG,<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.,6,2,3,RARE,true,"For seers, it's very handy to have your crystal ball hanging right in front of your face.",MURLOC,,,,,
OG_162,NEUTRAL,MINION,Disciple of C'Thun,OG,<b>Battlecry:</b> Deal 2 damage. Give your C'Thun +2/+2 <i>(wherever it is)</i>.,3,2,2,RARE,true,"C’Thun’s recruiting pitch involves cookies, which is why it’s the most popular Old God.",,,,Deal 2 damage.,,
OG_173,NEUTRAL,MINION,Blood of The Ancient One,OG,"If you control two of these
at the end of your turn, merge them into 'The Ancient One'.",9,9,9,EPIC,true,Add two cups of Blood of the Ancient One to one cup of lemon juice. Add just a dash of sugar and stir. Delicious!,,,,,,
OG_174,NEUTRAL,MINION,Faceless Shambler,OG,"<b>Taunt</b>
<b>Battlecry:</b> Copy a friendly minion's Attack and Health.",4,1,1,EPIC,true,"""What is that thing?!"" ""I'm not sure, but it seems to be sort of Ysera shaped.""",,,,Copy a friendly minion's Attack and Health.,,
OG_176,ROGUE,SPELL,Shadow Strike,OG,Deal $5 damage to an undamaged character.,3,,,COMMON,true,"It's like a backstab, only from the front. And with two more stabs.",,,,,,
OG_179,HUNTER,MINION,Fiery Bat,OG,<b>Deathrattle:</b> Deal 1 damage to a random enemy.,1,2,1,COMMON,true,He'll always be our first.,BEAST,,,,,
OG_188,DRUID,MINION,Klaxxi Amber-Weaver,OG,"[x]<b>Taunt</b>
<b>Battlecry:</b> If your C'Thun
has at least 10 Attack,
gain +5 Health.",4,4,5,RARE,true,Amberweaving is a specialty course at the local trade school.,,,,,,
OG_195,DRUID,SPELL,Wisps of the Old Gods,OG,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,7,,,EPIC,true,"They're just normal wisps, actually. The ""Of the Old Gods"" bit is just marketing.",,,,,,
OG_198,PALADIN,SPELL,Forbidden Healing,OG,Spend all your Mana. Restore twice that much Health.,0,,,EPIC,true,"No one's quite sure why it's forbidden. And yes, that should make you nervous.",,,,,,
OG_200,NEUTRAL,MINION,Validated Doomsayer,OG,"At the start of your turn, set this minion's Attack to 7.",5,0,7,EPIC,true,Really feels good about himself and is in a much better place now. But… he sure does miss piloting those shredders.,,,,,,
OG_202,DRUID,MINION,Mire Keeper,OG,"[x]<b>Choose One -</b> Summon a
2/2 Slime; or Gain an
empty Mana Crystal.",4,3,4,RARE,true,"""Hey.... Is that Mire for sale?"" 
""No.  I'm keeping it.""",,,,,,
OG_206,SHAMAN,SPELL,Stormcrack,OG,Deal $4 damage to a minion. <b>Overload:</b> (1),2,,,COMMON,true,WARNING: DO NOT TOUCH THE PURPLE BALL OF LIGHTNING,,,,,,
OG_207,MAGE,MINION,Faceless Summoner,OG,<b>Battlecry:</b> Summon a random 3-Cost minion.,6,5,5,COMMON,true,They never get the recognition they deserve.,,,,,,
OG_209,SHAMAN,MINION,Hallazeal the Ascended,OG,"<b>Spell Damage +1</b>
Your spells have <b>Lifesteal</b>.",5,4,6,LEGENDARY,true,Hallazeals all your dallazamage.,ELEMENTAL,,,,,
OG_211,HUNTER,SPELL,Call of the Wild,OG,Summon all three Animal Companions.,8,,,EPIC,true,"""Hello. Misha, Leokk and Huffer aren't here right now, but if you leave a message we'll get back to you right away."" BEEP.",,,,,,
OG_216,HUNTER,MINION,Infested Wolf,OG,<b>Deathrattle:</b> Summon two 1/1 Spiders.,4,3,3,RARE,true,A little flea powder will fix that right up.,BEAST,,,,,
OG_218,WARRIOR,MINION,Bloodhoof Brave,OG,"<b>Taunt</b>
Has +3 Attack while damaged.",4,2,6,COMMON,true,"He thought the set was called ""Flippers of the Old Cods"" and hungrily volunteered to be in it.  He is definitely going to get his hearing checked.",,,,,,
OG_220,WARRIOR,MINION,Malkorok,OG,<b>Battlecry:</b> Equip a random weapon.,7,6,5,LEGENDARY,true,Garrosh's best buddy. It's true. Look it up.,,,,,,
OG_221,PALADIN,MINION,Selfless Hero,OG,<b>Deathrattle:</b> Give a random friendly minion <b>Divine Shield</b>.,1,2,1,RARE,true,"""Don't worry about me… I'll just be here... under these tentacles.""",DRAENEI,,,,,
OG_222,PALADIN,WEAPON,Rallying Blade,OG,<b>Battlecry:</b> Give +1/+1 to your minions with <b>Divine Shield</b>.,3,3,2,RARE,true,"As far as blades go, this one is pretty great in the motivation department.",,,,,,0
OG_223,PALADIN,SPELL,Divine Strength,OG,Give a minion +1/+2.,1,,,COMMON,true,Every year a few paladins get disqualified from the Westfall weight lifting championship for using Divine Strength.,,,,,,
OG_229,PALADIN,MINION,"Ragnaros, Lightlord",OG,"At the end of your turn, restore #8 Health to a damaged friendly character.",8,8,8,LEGENDARY,true,"What happens when you try and corrupt a corrupted firelord? DOUBLE NEGATIVE, INSECT!",ELEMENTAL,,,,,
OG_234,PRIEST,MINION,Darkshire Alchemist,OG,"<b>Battlecry:</b> Restore
#5 Health.",5,5,5,COMMON,true,The secret ingredient: liquified funnel cake.,,,,Restore 5 Health.,,
OG_239,WARLOCK,SPELL,DOOM!,OG,Destroy all minions. Draw a card for each.,10,,,EPIC,true,"We ran out of space for ""DOOOOOOOOOOOM!!!!!""",,,,,,
OG_241,WARLOCK,MINION,Possessed Villager,OG,<b>Deathrattle:</b> Summon a 1/1 Shadowbeast.,1,1,1,COMMON,true,It's like a pinata! A lame disgusting horrific pinata.,,,,,,
OG_247,NEUTRAL,MINION,Twisted Worgen,OG,<b>Stealth</b>,2,3,1,COMMON,true,"Sometimes the Old Gods' corruptions gives you power untold, sometimes you get +1 Attack. We can’t all be winners in the Eldritch lottery.",,,,,,
OG_248,NEUTRAL,MINION,Am'gam Rager,OG,,3,1,5,COMMON,true,peerc rewop,UNDEAD,,,,,
OG_249,NEUTRAL,MINION,Infested Tauren,OG,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a 2/2 Slime.",4,2,3,COMMON,true,The Overmind and the Old Gods are surprisingly similar.,,,,,,
OG_254,NEUTRAL,MINION,Eater of Secrets,OG,<b>Battlecry:</b> Destroy all enemy <b>Secrets</b>. Gain +1/+1 for each.,4,2,4,RARE,true,You don't want to be around after it has eaten an explosive trap.  You thought Sludge Belcher was bad...,,,,,,
OG_255,NEUTRAL,MINION,Doomcaller,OG,"<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i> If it's dead, shuffle it into your deck.",8,7,9,RARE,true,"""Hello, is Doom there? No? Can I leave a message?""",,,,,,
OG_256,NEUTRAL,MINION,Spawn of N'Zoth,OG,<b>Deathrattle:</b> Give your minions +1/+1.,3,2,2,COMMON,true,Who's a cute widdle N'Zoth? You are! Yes you are! Yes you're the cutest widdle N'Zoth in the whole world!!!,,,,,,
OG_267,ROGUE,MINION,Southsea Squidface,OG,<b>Deathrattle:</b> Give your weapon +2 Attack.,4,4,4,COMMON,true,Quick! Before I drown! Let me sharpen your sword for you.,PIRATE,,,,,
OG_271,NEUTRAL,MINION,Scaled Nightmare,OG,"At the start of your turn, double this minion's Attack.",6,2,8,EPIC,true,I like it because it scales.,DRAGON,,,,,
OG_272,NEUTRAL,MINION,Twilight Summoner,OG,<b>Deathrattle:</b> Summon a 5/5 Faceless Destroyer.,4,1,1,EPIC,true,"If you strike him down, he shall become more powerful than you can possibly imagine.",,,,,,
OG_273,PALADIN,SPELL,Stand Against Darkness,OG,Summon five 1/1 Silver Hand Recruits.,4,,,COMMON,true,"Or if you're too tired, you can just kind of lean against the darkness.",,,,,,
OG_276,WARRIOR,SPELL,Blood Warriors,OG,Add a copy of each damaged friendly minion to your hand.,3,,,EPIC,true,They have an uneasy rivalry with the Blood Paladins.,,,,,,
OG_280,NEUTRAL,MINION,C'Thun,OG,"<b>Battlecry:</b> Deal damage
equal to this minion's
Attack randomly split among all enemies.",8,6,6,LEGENDARY,true,C'Thun's least favorite Hearthstone card: Eye for an Eye.,,Unlocked when opening a Whispers of the Old Gods pack.,Crafting unlocked after opening a Whispers of the Old Gods pack.,,,
OG_281,NEUTRAL,MINION,Beckoner of Evil,OG,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,2,2,3,COMMON,true,"Here, Evil!  C'mon boy!",,Unlocked when opening a Whispers of the Old Gods pack.,Crafting unlocked after opening a Whispers of the Old Gods pack.,,,
OG_282,ROGUE,MINION,Blade of C'Thun,OG,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to your C'Thun's <i>(wherever it is).</i>,7,4,4,EPIC,true,C'Thun demands a sacrifice! Preferably a Deathwing.,,,,Destroy a minion.,,
OG_283,NEUTRAL,MINION,C'Thun's Chosen,OG,"[x]<b>Divine Shield</b>
<b>Battlecry:</b> Give your C'Thun
+3/+3 <i>(wherever it is).</i>",4,4,2,COMMON,true,He gave her a promise ring and everything.,UNDEAD,,,,,
OG_284,NEUTRAL,MINION,Twilight Geomancer,OG,"<b>Taunt</b>
<b>Battlecry:</b> Give your
C'Thun +1/+1 and <b>Taunt</b> <i>(wherever it is)</i>.",2,1,4,COMMON,true,"""Ok C'Thun, repeat after me: 'Your mother was a hamster.'""",,,,,,
OG_286,NEUTRAL,MINION,Twilight Elder,OG,"At the end of your turn, give your C'Thun +1/+1 <i>(wherever it is).</i>",3,3,4,COMMON,true,Just doesn't understand those Twilight Youngsters any more - with their comic books and their rock music.,,,,,,
OG_290,NEUTRAL,MINION,Ancient Harbinger,OG,"At the start of your turn, put a 10-Cost minion from your deck into your hand.",6,4,6,EPIC,true,"""honey, can u run down to the store and pick up some 10 cost minions? thx""",,,,,,
OG_291,ROGUE,MINION,Shadowcaster,OG,<b>Battlecry:</b> Choose a friendly minion. Add a 1/1 copy to your hand that costs (1).,5,4,4,EPIC,true,"I mean, it's not creepy if you ASK before you steal their shadow to make a small replica of them to keep on your shelf.",,,,Add a 1/1 copy to your hand.,,
OG_292,HUNTER,MINION,Forlorn Stalker,OG,<b>Battlecry:</b> Give all <b>Deathrattle</b> minions in your hand +1/+1.,3,4,2,RARE,true,"He's going to leave the dying up to you, if that's cool.",,,,,,
OG_293,DRUID,MINION,Dark Arakkoa,OG,"[x]<b>Taunt</b>
<b>Battlecry:</b> Give your C'Thun
+4/+4 <i>(wherever it is).</i>",6,5,7,COMMON,true,There's a whole gradient of Arakkoa! This one is on the darker side.,,,,,,
OG_295,NEUTRAL,MINION,Cult Apothecary,OG,"<b>Battlecry:</b> For each enemy minion, restore #2 Health to your hero.",4,4,4,COMMON,true,Cults need pharmacists too.,,,,,,
OG_300,NEUTRAL,MINION,The Boogeymonster,OG,"Whenever this attacks and kills a minion, gain +2/+2.",8,6,7,LEGENDARY,true,"Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.",,,,,,
OG_301,WARRIOR,MINION,Ancient Shieldbearer,OG,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.",6,6,6,RARE,true,"Back in her day, each shield weighed two tons and she had to carry four of them on each arm!",,,,,,
OG_302,WARLOCK,MINION,Usher of Souls,OG,"Whenever a minion dies, give your C'Thun +1/+1
<i>(wherever it is).</i>",4,3,5,COMMON,true,Nothing unburdens your soul like a good ushing!,,,,,,
OG_303,MAGE,MINION,Cult Sorcerer,OG,"[x]<b><b>Spell Damage</b> +1</b>
After you cast a spell,
give your C'Thun +1/+1
<i>(wherever it is).</i>",2,3,2,RARE,true,"No matter how many times we tell her not to, she keeps feeding C'Thun scraps under the table.",,,,,,
OG_308,HUNTER,MINION,Giant Sand Worm,OG,"Whenever this attacks and kills a minion, it may attack again.",8,8,8,EPIC,true,Banned from every all-you-can-eat buffet on Azeroth.,BEAST,,,,,
OG_309,HUNTER,MINION,Princess Huhuran,OG,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.,5,6,5,LEGENDARY,true,"She flitters around Ahn'Qiraj dreaming of the day she will meet a sweet prince, whom she can lay thousands of eggs with.",BEAST,,,Trigger a Deathrattle.,,
OG_310,PALADIN,MINION,Steward of Darkshire,OG,"Whenever you summon a 1-Health minion, give it <b>Divine Shield</b>.",3,4,3,RARE,true,Turns out divine shields are way cheaper if you buy in bulk.,,,,,,
OG_311,PALADIN,SPELL,A Light in the Darkness,OG,<b>Discover</b> a Paladin minion. Give it +2/+2.,2,,,COMMON,true,"Wait, how can you have a light in the dark?  If you turn on a light while it’s dark, doesn’t that mean it’s no longer dark?",,,,,,
OG_312,WARRIOR,MINION,N'Zoth's First Mate,OG,<b>Battlecry:</b> Equip a 1/3 Rusty Hook.,1,1,1,COMMON,true,"Hates when N'Zoth yells ""Ahoy Matey!!"", but there's not really much he can do about it.",PIRATE,,,,,
OG_313,DRUID,MINION,Addled Grizzly,OG,"After you summon a
Beast, give it +1/+1.",2,2,3,RARE,true,"Druids who spend too long in bear form are more susceptible to the whispers of the Old Gods.  Right now they are whispering the lyrics to ""La Bamba"".",BEAST,,,,,
OG_314,WARRIOR,SPELL,Blood To Ichor,OG,"Deal $1 damage to a minion. If it survives, summon a 2/2 Slime.",1,,,RARE,true,"For his next trick, he turns the ichor back to blood and stuffs it back in you.",,,,,,
OG_315,WARRIOR,MINION,Bloodsail Cultist,OG,"<b>Battlecry:</b> If you control another Pirate, give your weapon +1/+1.",3,3,4,RARE,true,They're really just in it for the Blood Parrot.,PIRATE,,,,,
OG_316,PRIEST,MINION,Herald Volazj,OG,<b>Battlecry:</b> Summon a 1/1 copy of each of your other minions.,6,5,5,LEGENDARY,true,"His whole job is yelling ""Yogg-Saron comin'!""",,,,,,
OG_317,NEUTRAL,MINION,"Deathwing, Dragonlord",OG,<b>Deathrattle:</b> Put all Dragons from your hand into the battlefield.,10,12,12,LEGENDARY,true,"To his credit, Deathwing really took to heart the feedback he was receiving that he needed to be ""more of a team player"".",DRAGON,,,,,
OG_318,NEUTRAL,MINION,"Hogger, Doom of Elwynn",OG,"Whenever this minion takes damage, summon a 2/2 Gnoll with <b>Taunt</b>.",7,6,6,LEGENDARY,true,"When C'thun went to sleep, he checked under his bed for Hogger.",,,,,,
OG_320,NEUTRAL,MINION,Midnight Drake,OG,"<b>Battlecry:</b> Gain +1 Attack for each other card
in your hand.",4,1,4,RARE,true,Still fearsome in the daytime.,DRAGON,,,,,
OG_321,NEUTRAL,MINION,Crazed Worshipper,OG,"[x]<b>Taunt</b>
Whenever this minion takes
damage, give your C'Thun
+1/+1 <i>(wherever it is).</i>",4,3,6,EPIC,true,Every month they share a pancake breakfast with the Perfectly Rational Worshippers.,,,,,,
OG_322,NEUTRAL,MINION,Blackwater Pirate,OG,Your weapons cost (2) less.,4,2,5,RARE,true,"""Look, they fell off the back of a ship, do you want them or not? I have a meeting with Y'Shaarj in like ten minutes.""",PIRATE,,,,,
OG_323,NEUTRAL,MINION,Polluted Hoarder,OG,<b>Deathrattle:</b> Draw a card.,4,4,2,COMMON,true,Roll ‘greed’ OR THIS COULD HAPPEN TO YOU.,,,,,,
OG_325,HUNTER,MINION,Carrion Grub,OG,,3,2,5,COMMON,true,"Carrion, my wayward grub.",BEAST,,,,,
OG_326,NEUTRAL,MINION,Duskboar,OG,,2,4,1,COMMON,true,"Often excluded from dinner parties.  To be fair, he is very boaring.",BEAST,,,,,
OG_327,NEUTRAL,MINION,Squirming Tentacle,OG,<b>Taunt</b>,3,2,4,COMMON,true,"Yeah, I think we can agree that killing the squirming tentacle first is a good idea.",,,,,,
OG_328,SHAMAN,MINION,Master of Evolution,OG,<b>Battlecry:</b> Transform a friendly minion into a random one that costs (1) more.,4,4,5,RARE,true,"Will be really useful in the new ""Hearthémon"" game.",,,,,,
OG_330,ROGUE,MINION,Undercity Huckster,OG,"<b>Deathrattle:</b> Get a
random card <i>(from your
opponent's class)</i>.",2,2,3,RARE,true,Psst! Wanna buy a random class card (from your opponent's class)?,UNDEAD,,,,,
OG_334,PRIEST,MINION,Hooded Acolyte,OG,"[x]<b>Taunt</b>
Whenever a character is
healed, give your C'Thun
+1/+1 <i>(wherever it is).</i>",4,3,6,COMMON,true,"Wait, what kind of acolyte doesn't wear a hood?",,,,,,
OG_335,PRIEST,MINION,Shifting Shade,OG,"[x]<b>Deathrattle:</b> Copy a card
from your opponent's deck
 and add it to your hand.",4,4,3,RARE,true,"Yeah, it's cooler in the shade, but you're also more likely to get JACKED.",UNDEAD,,,,,
OG_337,NEUTRAL,MINION,Cyclopian Horror,OG,<b>Taunt</b>. <b>Battlecry:</b> Gain      +1 Health for each enemy minion.,4,3,3,EPIC,true,What are the qualifications for being a 'Horror?'  Just how horrible do you have to be?,,,,,,
OG_338,NEUTRAL,MINION,"Nat, the Darkfisher",OG,"At the start of your opponent's turn, they have a 50% chance to draw an extra card.",2,2,4,LEGENDARY,true,"You can take away his humanity, but you will never take away his fishing pole.",,,,,,
OG_339,NEUTRAL,MINION,Skeram Cultist,OG,"[x]<b>Battlecry:</b> Give your C'Thun
+2/+2 <i>(wherever it is)</i>.",6,7,6,RARE,true,"Just before he comes into play, there is an AWESOME training montage with C'Thun.",,,,,,
OG_340,NEUTRAL,MINION,Soggoth the Slitherer,OG,"<b>Taunt</b>
<b>Elusive</b>",9,5,9,LEGENDARY,true,"Don't tell Soggoth, but in the future he gets totally owned by the Master's Glaive and his skull becomes a tourist attraction.",,,,,,
ONY_001,NEUTRAL,MINION,Onyxian Warder,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> If you're holding
a Dragon, summon two
2/1 Whelps with <b>Rush</b>.",5,3,6,COMMON,true,"Throwing more whelps at the problem might not help, but they certainly will hurt.",DRAGON,,,,,
ONY_002,NEUTRAL,MINION,Gear Grubber,ALTERAC_VALLEY,"<b>Taunt</b>. If you end your turn with any unspent Mana, reduce this card's Cost by (1).",4,4,5,RARE,true,"Yeah, “for off-spec,” suuuuure.",DRAENEI,,,,,
ONY_003,NEUTRAL,MINION,Whelp Bonker,ALTERAC_VALLEY,<b>Frenzy and Honorable Kill:</b> Draw a card.,3,1,5,EPIC,true,Bonk!,,,,,,
ONY_004,NEUTRAL,MINION,Raid Boss Onyxia,ALTERAC_VALLEY,"[x]<b>Rush</b>. <b>Immune</b> while
you control a Whelp.
<b>Battlecry:</b> Summon six
 2/1 Whelps with <b>Rush</b>.",10,8,8,LEGENDARY,true,"Onyxia chose her guises to manipulate mortals, but her true form? That was reserved for ending them.",DRAGON,,,,,
ONY_005,NEUTRAL,MINION,Kazakusan,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> If you played 4
other Dragons this game,
craft a custom deck
of Treasures.@ <i>({0} left!)</i>@ <i>(Ready!)</i>",8,8,8,LEGENDARY,true,"Kazakus had always seemed too clever a sort to bottle a brew that could do him any harm. Perhaps it should come as no surprise, then, that the originator of the Dragonfire Potion was a dragon himself.",DRAGON,,,,,
ONY_006,MAGE,SPELL,Deep Breath,ALTERAC_VALLEY,"[x]Deal $1 damage to a
minion and its neighbors.
<i>(Improved by number of 
other spells in your hand.)</i>",5,,,RARE,true,"I SAID ""RELAX!""",,,,,,
